CustomerKey,CustomerAlternateKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine,Phone,DateFirstPurchase,CommuteDistance,CountryName,StateName,PostalCode,City
23906,AW00023906,Alan,Ma,Alan Ma,10/22/71,S,M,alan19@adventure-works.com,40000,0,0,Bachelors,Clerical,0,0,Westheimer Straße 345,1 (11) 500 555-0115,10/12/07,0-1 Miles,Germany,Nordrhein-Westfalen,80074,München
14148,AW00014148,Shaun,Sharma,Shaun Sharma,3/12/62,M,M,shaun10@adventure-works.com,30000,1,0,Graduate Degree,Clerical,1,0,Unter Linden 924,1 (11) 500 555-0121,2/27/06,0-1 Miles,Germany,Hessen,34117,Kassel
21966,AW00021966,Ross,Sai,Ross Sai,10/27/70,M,M,ross5@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,1368 Palms Drive,1 (11) 500 555-0172,10/19/06,2-5 Miles,Australia,Victoria,3205,South Melbourne
26989,AW00026989,Mason,Campbell,Mason Campbell,5/23/76,M,M,mason27@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Königsteiner Straße 641,1 (11) 500 555-0150,8/6/07,0-1 Miles,Germany,Nordrhein-Westfalen,42651,Solingen
15083,AW00015083,Teresa,Gutierrez,Teresa Gutierrez,7/5/73,M,F,teresa11@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,5525 Lisa Lee Lane,1 (11) 500 555-0156,3/18/06,0-1 Miles,United Kingdom,England,PB12,Peterborough
18380,AW00018380,Kaitlyn,Kelly,Kaitlyn Kelly,6/27/60,M,F,kaitlyn66@adventure-works.com,80000,2,1,Partial College,Professional,1,1,7710 Pine St,127-555-0157,1/6/08,0-1 Miles,United States,Oregon,97222,Milwaukie
21872,AW00021872,Alisha,Lal,Alisha Lal,12/1/79,S,F,alisha33@adventure-works.com,60000,0,0,Bachelors,Professional,0,4,9039 North Spoonwood Court,1 (11) 500 555-0119,3/20/08,2-5 Miles,Australia,New South Wales,2264,Silverwater
15154,AW00015154,Joe,Hernandez,Joe Hernandez,9/7/75,M,M,joe27@adventure-works.com,130000,0,5,Partial High School,Management,1,4,5012 Bayshore Rd.,1 (11) 500 555-0131,9/23/07,10+ Miles,Australia,South Australia,6105,Cloverdale
12365,AW00012365,Alex,Evans,Alex Evans,2/12/46,M,M,alex27@adventure-works.com,80000,5,0,Bachelors,Management,0,2,6478 Fenway,948-555-0138,10/3/07,1-2 Miles,United States,Washington,98312,Bremerton
28849,AW00028849,Garrett,Murphy,Garrett Murphy,10/23/71,S,M,garrett19@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,9186 West Boyd Rd.,344-555-0111,12/18/05,2-5 Miles,United States,Washington,99202,Spokane
28685,AW00028685,Marshall,Zhu,Marshall Zhu,3/16/74,M,M,marshall13@adventure-works.com,10000,2,2,High School,Manual,1,0,"24, boulevard Tremblay",1 (11) 500 555-0189,9/3/06,0-1 Miles,France,Seine Saint Denis,93700,Drancy
13657,AW00013657,Kaylee,Collins,Kaylee Collins,3/15/45,S,F,kaylee22@adventure-works.com,110000,2,4,Graduate Degree,Management,1,2,4755 Easley Drive,169-555-0199,11/1/06,5-10 Miles,United States,Oregon,97355,Lebanon
23840,AW00023840,Mason,Ward,Mason Ward,12/6/74,M,M,mason12@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,5430 Park Glen Ct.,240-555-0147,5/25/08,2-5 Miles,United States,California,91910,Chula Vista
13579,AW00013579,Alan,Chen,Alan Chen,2/26/50,M,M,alan6@adventure-works.com,110000,3,4,Bachelors,Management,1,4,Rotthäuser Weg 202,1 (11) 500 555-0143,9/27/05,5-10 Miles,Germany,Bayern,85049,Ingolstadt
20279,AW00020279,Trevor,Henderson,Trevor Henderson,1/11/81,S,M,trevor4@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,251 Ravenwood Dr.,769-555-0124,9/17/07,5-10 Miles,United States,California,91941,Grossmont
16089,AW00016089,Lucas,Brooks,Lucas Brooks,8/3/71,M,M,lucas72@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,1200 Rosemarie Pl,352-555-0117,11/21/07,0-1 Miles,Canada,British Columbia,V8X,Royal Oak
16187,AW00016187,Louis,Hu,Louis Hu,8/17/84,S,M,louis15@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,5307 Wildberry Court,1 (11) 500 555-0122,2/9/08,1-2 Miles,United Kingdom,England,W1Y 3RA,London
17730,AW00017730,Bridget,Tang,Bridget Tang,10/3/82,S,F,bridget5@adventure-works.com,10000,0,0,Partial College,Manual,1,1,8831 Versailles Pl.,1 (11) 500 555-0198,10/12/05,2-5 Miles,Australia,Victoria,3220,Geelong
29444,AW00029444,Beth,Blanco,Beth Blanco,9/8/60,M,F,beth18@adventure-works.com,20000,1,0,Bachelors,Clerical,1,0,7006 Royal Links Ct.,1 (11) 500 555-0174,4/10/08,0-1 Miles,United Kingdom,England,RG41 1QW,Wokingham
12503,AW00012503,Casey,Shen,Casey Shen,8/20/83,S,F,casey2@adventure-works.com,30000,3,3,Partial College,Clerical,1,2,7709 Redhead Way,1 (11) 500 555-0148,8/19/07,0-1 Miles,United Kingdom,England,YO15,York
15295,AW00015295,Louis,Shan,Louis Shan,3/24/75,M,M,louis27@adventure-works.com,60000,1,1,Graduate Degree,Skilled Manual,1,0,9845 Oxford Place,842-555-0114,12/14/07,1-2 Miles,United States,California,90210,Beverly Hills
11777,AW00011777,Miranda,Long,Miranda Long,7/24/76,S,F,miranda9@adventure-works.com,40000,1,0,Graduate Degree,Skilled Manual,1,0,8970 Cash Avenue,258-555-0111,4/16/06,0-1 Miles,United States,California,94010,Burlingame
19351,AW00019351,Edgar,Vance,Edgar Vance,4/22/67,S,M,edgar4@adventure-works.com,30000,2,2,Partial College,Clerical,1,2,"68, avenue de l´ Union Centrale",1 (11) 500 555-0154,10/24/07,0-1 Miles,France,Hauts de Seine,92700,Colombes
29263,AW00029263,Nathan,Li,Nathan Li,5/24/40,M,M,nathan23@adventure-works.com,70000,4,0,Graduate Degree,Management,0,2,2025 Sunset Meadows,667-555-0117,5/31/08,1-2 Miles,United States,California,90210,Beverly Hills
24752,AW00024752,Cameron,Jackson,Cameron Jackson,11/2/62,S,M,cameron30@adventure-works.com,30000,2,0,High School,Skilled Manual,1,2,3319 Pimlico Drive,358-555-0181,11/23/07,1-2 Miles,United States,Washington,98225,Bellingham
17171,AW00017171,Katherine,Clark,Katherine Clark,11/27/55,S,F,katherine90@adventure-works.com,70000,4,2,Partial College,Professional,1,2,1700 C Street,436-555-0189,5/6/08,10+ Miles,United States,California,91977,Spring Valley
11068,AW00011068,Tiffany,Liang,Tiffany Liang,9/23/59,S,F,tiffany17@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,3608 Sinclair Avenue,1 (11) 500 555-0177,11/1/07,5-10 Miles,Australia,Victoria,3280,Warrnambool
23945,AW00023945,Nicolas,Black,Nicolas Black,8/23/82,M,M,nicolas18@adventure-works.com,30000,5,5,Partial College,Clerical,1,1,3952 Morello Ave.,1 (11) 500 555-0120,4/11/08,0-1 Miles,United Kingdom,England,Y03 4TN,York
23718,AW00023718,Nelson,Blanco,Nelson Blanco,9/26/52,M,M,nelson14@adventure-works.com,60000,2,1,Partial College,Professional,1,2,3121 Spar Court,752-555-0174,4/20/08,2-5 Miles,United States,California,94010,Burlingame
27309,AW00027309,Tony,Deng,Tony Deng,7/16/59,M,M,tony4@adventure-works.com,130000,3,4,Partial College,Professional,1,3,Alte Landstr 3,1 (11) 500 555-0171,9/2/07,0-1 Miles,Germany,Hamburg,63151,Mühlheim
13360,AW00013360,Jada,Cook,Jada Cook,1/3/50,M,F,jada13@adventure-works.com,60000,5,0,Bachelors,Management,1,3,55 St. George Dr.,735-555-0182,8/8/07,10+ Miles,United States,California,94519,Concord
19881,AW00019881,Aidan,Long,Aidan Long,4/21/54,M,M,aidan10@adventure-works.com,80000,3,1,Bachelors,Management,1,1,5800 Abbey Court,967-555-0155,9/30/07,1-2 Miles,United States,California,90401,Santa Monica
14979,AW00014979,Rodney,Serrano,Rodney Serrano,3/7/82,S,M,rodney12@adventure-works.com,30000,4,4,Partial College,Clerical,1,1,Platz des Landtags 55,1 (11) 500 555-0127,6/12/06,0-1 Miles,Germany,Hamburg,80074,München
24579,AW00024579,Trevor,Alexander,Trevor Alexander,8/5/51,S,M,trevor19@adventure-works.com,100000,3,5,Partial High School,Professional,0,0,Werftstr 54,1 (11) 500 555-0159,6/18/08,5-10 Miles,Germany,Nordrhein-Westfalen,46236,Bottrop
14827,AW00014827,Ernest,Xu,Ernest Xu,4/4/83,S,M,ernest12@adventure-works.com,30000,3,3,Partial College,Clerical,1,1,Postfach 2 66 66,1 (11) 500 555-0120,4/9/06,0-1 Miles,Germany,Saarland,66001,Saarbrücken
20764,AW00020764,Christian,Taylor,Christian Taylor,1/16/61,M,M,christian43@adventure-works.com,30000,2,0,High School,Skilled Manual,0,2,7770 Springwood Court,696-555-0182,11/18/07,0-1 Miles,Canada,British Columbia,V8X,Royal Oak
11243,AW00011243,Robin,Alvarez,Robin Alvarez,10/9/61,M,F,robin2@adventure-works.com,150000,2,3,Partial College,Professional,1,3,4086 Emmons Canyon Lane,1 (11) 500 555-0198,8/24/05,0-1 Miles,United Kingdom,England,EM15,Esher-Molesey
16828,AW00016828,Logan,Mitchell,Logan Mitchell,2/10/60,M,M,logan37@adventure-works.com,160000,2,4,High School,Professional,1,2,1874 Virginia Hills Dr.,1 (11) 500 555-0191,11/16/06,0-1 Miles,United Kingdom,England,OX1,Oxford
19813,AW00019813,Rebecca,Perez,Rebecca Perez,1/16/61,M,F,rebecca14@adventure-works.com,80000,2,1,Bachelors,Management,1,0,7529 Potomac Drive,333-555-0157,2/25/08,0-1 Miles,United States,Washington,98027,Issaquah
13015,AW00013015,Rebecca,Parker,Rebecca Parker,7/11/72,S,F,rebecca10@adventure-works.com,100000,2,0,Bachelors,Management,0,3,8138 Brook Way,936-555-0190,8/1/07,1-2 Miles,United States,Oregon,97034,Lake Oswego
13278,AW00013278,Jorge,Hu,Jorge Hu,11/9/69,S,M,jorge23@adventure-works.com,110000,2,2,Bachelors,Management,1,3,6121 Chilpancingo Pk,285-555-0110,8/29/06,2-5 Miles,United States,California,91910,Chula Vista
29150,AW00029150,Wyatt,Griffin,Wyatt Griffin,7/12/65,M,M,wyatt49@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,879 St. Andrews Way,171-555-0168,1/31/06,2-5 Miles,United States,Oregon,97034,Lake Oswego
29340,AW00029340,Rachel,Cox,Rachel Cox,10/5/83,S,F,rachel39@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,9576 Pepperidge Place,610-555-0146,2/26/06,0-1 Miles,Canada,British Columbia,V3A 4R2,Langley
19607,AW00019607,Troy,Subram,Troy Subram,2/21/69,S,M,troy14@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,7779 Lake Meadow Circle,1 (11) 500 555-0172,2/6/06,5-10 Miles,Australia,Queensland,4551,Caloundra
22409,AW00022409,Candace,Madan,Candace Madan,8/15/83,S,F,candace7@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,1488 Guadalupe,1 (11) 500 555-0115,11/22/06,0-1 Miles,Australia,Queensland,4655,Hervey Bay
27743,AW00027743,Stefanie,Garcia,Stefanie Garcia,7/28/45,M,F,stefanie12@adventure-works.com,40000,2,0,Bachelors,Management,1,2,4494 El Campo Ct,1 (11) 500 555-0122,6/11/08,5-10 Miles,Australia,Victoria,3220,Geelong
13213,AW00013213,Courtney,King,Courtney King,3/2/50,M,F,courtney15@adventure-works.com,60000,4,0,Bachelors,Management,1,2,487 Ash Lane,894-555-0168,9/9/07,2-5 Miles,United States,Washington,99362,Walla Walla
25999,AW00025999,Joshua,Thompson,Joshua Thompson,7/1/64,M,M,joshua17@adventure-works.com,40000,4,2,High School,Skilled Manual,1,2,9903 East Leland,923-555-0117,12/27/06,2-5 Miles,Canada,British Columbia,V3L 1H4,Westminster
23965,AW00023965,Dustin,Shan,Dustin Shan,7/26/66,S,M,dustin10@adventure-works.com,10000,1,0,Graduate Degree,Manual,0,0,Postfach 22 99 99,1 (11) 500 555-0163,11/1/07,0-1 Miles,Germany,Saarland,60075,Frankfurt am Main
22057,AW00022057,Kyle,Ross,Kyle Ross,2/13/83,S,M,kyle0@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,313 Park Highlands,102-555-0176,7/14/08,5-10 Miles,United States,Washington,98901,Yakima
15627,AW00015627,Troy,Srini,Troy Srini,12/24/76,S,M,troy9@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Postenweg 2228,1 (11) 500 555-0160,8/20/06,1-2 Miles,Germany,Hamburg,60355,Frankfurt am Main
19589,AW00019589,Jake,Huang,Jake Huang,9/7/68,M,M,jake6@adventure-works.com,60000,3,3,Bachelors,Professional,1,2,2553 RaceCourt,1 (11) 500 555-0134,10/13/07,5-10 Miles,Australia,New South Wales,2264,Silverwater
11973,AW00011973,Caroline,Barnes,Caroline Barnes,2/3/78,S,F,caroline5@adventure-works.com,60000,0,0,Partial College,Professional,0,2,112 RaceCt,820-555-0119,8/31/07,1-2 Miles,United States,Washington,98055,Renton
18220,AW00018220,Brent,Huang,Brent Huang,11/12/75,M,M,brent5@adventure-works.com,110000,0,5,Partial High School,Professional,1,4,1903 Vista Place,1 (11) 500 555-0176,11/7/05,10+ Miles,Australia,Queensland,4000,Brisbane
28379,AW00028379,Edgar,Rana,Edgar Rana,3/4/70,M,M,edgar12@adventure-works.com,30000,1,1,Bachelors,Skilled Manual,1,2,"99, rue de l'Espace De Schengen",1 (11) 500 555-0167,10/12/07,0-1 Miles,France,Garonne (Haute),31770,Colomiers
17817,AW00017817,Felicia,Gutierrez,Felicia Gutierrez,5/16/38,M,F,felicia10@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,Waldstr 76,1 (11) 500 555-0131,5/24/08,2-5 Miles,Germany,Nordrhein-Westfalen,80074,München
13812,AW00013812,Joanna,Munoz,Joanna Munoz,5/26/67,S,F,joanna6@adventure-works.com,30000,2,2,Partial College,Clerical,1,2,"10, rue de Maubeuge",1 (11) 500 555-0162,8/13/06,0-1 Miles,France,Loiret,45000,Orleans
12483,AW00012483,Amanda,Perez,Amanda Perez,4/4/68,S,F,amanda55@adventure-works.com,20000,2,2,High School,Manual,1,2,"194, boulevard Tremblay",1 (11) 500 555-0112,1/4/06,0-1 Miles,France,Nord,59100,Roubaix
19364,AW00019364,Alejandro,Nara,Alejandro Nara,10/20/66,M,M,alejandro41@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,0,Rotthäuser Weg 22,1 (11) 500 555-0110,11/7/05,0-1 Miles,Germany,Saarland,60075,Frankfurt am Main
21355,AW00021355,Mya,Diaz,Mya Diaz,8/19/45,M,F,mya0@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,5842 Standing Grove Dr.,166-555-0170,4/3/08,10+ Miles,United States,Washington,98270,Marysville
23207,AW00023207,Dalton,Baker,Dalton Baker,7/13/68,M,M,dalton32@adventure-works.com,60000,4,4,Bachelors,Skilled Manual,1,3,570 Guerrero,305-555-0198,2/8/08,10+ Miles,United States,California,91791,West Covina
19137,AW00019137,Eric,Russell,Eric Russell,3/15/70,S,M,eric27@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,7632 Oxford Way,510-555-0110,6/14/08,2-5 Miles,United States,Washington,98366,Port Orchard
14080,AW00014080,Cynthia,Srini,Cynthia Srini,5/19/80,S,F,cynthia13@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,274 Diane Ct,774-555-0185,9/19/06,5-10 Miles,United States,Oregon,97005,Beaverton
24274,AW00024274,Shaun,Shan,Shaun Shan,2/3/55,M,M,shaun11@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,6417 Del Rey St,1 (11) 500 555-0118,5/3/07,1-2 Miles,Australia,Queensland,4810,Townsville
28201,AW00028201,Tyler,Martinez,Tyler Martinez,9/25/73,M,M,tyler15@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,4478 Rainier Dr.,1 (11) 500 555-0196,7/23/07,0-1 Miles,Australia,Queensland,4655,Hervey Bay
27048,AW00027048,Melanie,Watson,Melanie Watson,10/6/62,M,F,melanie11@adventure-works.com,40000,1,0,Partial College,Clerical,0,1,8154 Pheasant Circle,286-555-0111,5/16/08,0-1 Miles,United States,Washington,98270,Marysville
14819,AW00014819,Dana,Ruiz,Dana Ruiz,6/9/68,M,F,dana18@adventure-works.com,30000,2,2,Partial College,Clerical,0,2,Lieblingsweg 123,1 (11) 500 555-0181,4/10/06,0-1 Miles,Germany,Hessen,1071,Dresden
27740,AW00027740,Jodi,Nath,Jodi Nath,1/9/83,M,F,jodi19@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,5496 Village Pl.,883-555-0128,9/18/07,5-10 Miles,United States,Washington,98168,Burien
28309,AW00028309,Julie,Lal,Julie Lal,4/7/71,M,F,julie13@adventure-works.com,90000,2,2,Bachelors,Professional,0,0,5637 Teak Court,1 (11) 500 555-0194,8/24/07,0-1 Miles,Australia,Queensland,4217,Gold Coast
16002,AW00016002,Paige,Hayes,Paige Hayes,2/10/41,M,F,paige22@adventure-works.com,110000,2,3,Graduate Degree,Management,1,4,3613 Eastgate Lane,516-555-0155,9/4/07,5-10 Miles,United States,Oregon,97068,W. Linn
13861,AW00013861,Hailey,Rogers,Hailey Rogers,9/11/76,M,F,hailey2@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,7106 Cynthia Drive,509-555-0143,1/31/08,0-1 Miles,United States,Washington,98055,Renton
11864,AW00011864,Elizabeth,Thompson,Elizabeth Thompson,9/6/65,M,F,elizabeth19@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2894 Encino Dr.,465-555-0154,9/2/07,2-5 Miles,United States,Washington,98403,Tacoma
26961,AW00026961,Carly,Chander,Carly Chander,9/21/72,M,F,carly14@adventure-works.com,10000,3,3,High School,Manual,1,0,Postfach 22 99 99,1 (11) 500 555-0197,12/26/07,0-1 Miles,Germany,Nordrhein-Westfalen,4139,Leipzig
17701,AW00017701,Cassidy,Washington,Cassidy Washington,5/24/57,M,F,cassidy14@adventure-works.com,10000,1,0,Graduate Degree,Manual,1,0,8584 Clay Rd,1 (11) 500 555-0152,8/8/07,0-1 Miles,United Kingdom,England,WA1,Warrington
25727,AW00025727,Cheryl,Torres,Cheryl Torres,11/21/65,M,F,cheryl14@adventure-works.com,30000,4,0,Graduate Degree,Clerical,1,0,843 Raven Court,1 (11) 500 555-0115,9/21/07,0-1 Miles,United Kingdom,England,LE18,Leeds
14097,AW00014097,Johnathan,Srini,Johnathan Srini,9/26/83,M,M,johnathan10@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,8315 Near Ct.,767-555-0193,1/26/08,5-10 Miles,United States,Washington,98107,Ballard
14222,AW00014222,Dawn,Zhang,Dawn Zhang,7/27/76,S,F,dawn1@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,9943 Stonehedge Dr.,1 (11) 500 555-0194,2/19/08,10+ Miles,Australia,New South Wales,2010,Darlinghurst
23815,AW00023815,Julia,Ward,Julia Ward,11/26/63,S,F,julia57@adventure-works.com,40000,2,0,Partial College,Clerical,0,1,6316 Parkway Drive,508-555-0120,4/6/08,1-2 Miles,United States,California,94070,San Carlos
12429,AW00012429,Melvin,Black,Melvin Black,11/27/59,M,M,melvin19@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,4176 Alexander Pl,810-555-0164,9/6/07,1-2 Miles,United States,California,94519,Concord
26548,AW00026548,Casey,Suarez,Casey Suarez,5/11/51,S,M,casey43@adventure-works.com,20000,4,0,High School,Skilled Manual,0,2,3106 Julpum Loop,1 (11) 500 555-0175,12/25/06,1-2 Miles,Australia,New South Wales,2036,Malabar
23847,AW00023847,Chad,Sharma,Chad Sharma,3/1/73,S,M,chad11@adventure-works.com,60000,2,2,Bachelors,Skilled Manual,0,0,7086 C Wharton Way,782-555-0118,5/5/08,0-1 Miles,United States,Oregon,97005,Beaverton
21109,AW00021109,Katie,Pal,Katie Pal,2/27/82,S,F,katie15@adventure-works.com,30000,4,4,Partial College,Clerical,1,1,Marketplatz 64,1 (11) 500 555-0159,5/14/08,0-1 Miles,Germany,Saarland,70452,Stuttgart
15755,AW00015755,Connor,Flores,Connor Flores,1/26/60,M,M,connor7@adventure-works.com,70000,2,0,High School,Skilled Manual,0,2,9297 Mauna Kea Court,1 (11) 500 555-0145,6/27/07,1-2 Miles,Australia,Victoria,3429,Sunbury
12892,AW00012892,Brian,Peterson,Brian Peterson,4/10/76,M,M,brian17@adventure-works.com,40000,1,1,Graduate Degree,Skilled Manual,1,0,1284 Poppy Pl.,427-555-0137,8/18/07,1-2 Miles,Canada,British Columbia,V8X,Royal Oak
27505,AW00027505,Bonnie,Skelly,Bonnie Skelly,12/19/79,S,F,bonnie3@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6091 MountainAire Parkway,641-555-0100,2/29/08,5-10 Miles,United States,California,94010,Burlingame
25266,AW00025266,Kari,Suri,Kari Suri,4/23/43,S,F,kari2@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,6386 Holiday Hill Dr,1 (11) 500 555-0184,1/6/08,5-10 Miles,Australia,Tasmania,7001,Hobart
11103,AW00011103,Cassie,Chande,Cassie Chande,10/17/68,S,F,cassie13@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,9448 San Marino Ct.,1 (11) 500 555-0166,10/16/05,5-10 Miles,Australia,New South Wales,2010,Darlinghurst
20940,AW00020940,Jillian,Rodriguez,Jillian Rodriguez,8/28/80,S,F,jillian20@adventure-works.com,20000,0,0,High School,Manual,0,1,"1005, rue des Bouchers",1 (11) 500 555-0191,8/16/07,1-2 Miles,France,Hauts de Seine,92700,Colombes
19956,AW00019956,Susan,She,Susan She,12/24/77,M,F,susan34@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,3962 Cambelback Place,1 (11) 500 555-0125,3/29/06,10+ Miles,Australia,Victoria,3280,Warrnambool
14737,AW00014737,Dominic,Srini,Dominic Srini,5/20/58,S,M,dominic8@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,930 Moss Hollow Court,481-555-0110,2/24/06,1-2 Miles,United States,Washington,98225,Bellingham
21444,AW00021444,Blake,Lopez,Blake Lopez,12/23/46,M,M,blake29@adventure-works.com,70000,5,0,Bachelors,Management,1,2,2983 Carlisle Way,812-555-0117,11/26/07,1-2 Miles,United States,California,94303,Palo Alto
28540,AW00028540,Leah,Zhang,Leah Zhang,11/26/78,M,F,leah0@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,"50, avenue de Villiers",1 (11) 500 555-0161,8/20/06,0-1 Miles,France,Hauts de Seine,92400,Courbevoie
24169,AW00024169,Lydia,Martinez,Lydia Martinez,7/9/80,S,F,lydia16@adventure-works.com,10000,1,1,High School,Manual,0,0,9585 Carob Way,1 (11) 500 555-0129,4/18/07,1-2 Miles,Australia,South Australia,5023,Findon
28450,AW00028450,Nelson,Martin,Nelson Martin,2/14/66,S,M,nelson0@adventure-works.com,10000,1,0,Bachelors,Manual,0,0,Kappellweg 675,1 (11) 500 555-0110,8/16/07,0-1 Miles,Germany,Nordrhein-Westfalen,33098,Paderborn
13586,AW00013586,Larry,Alonso,Larry Alonso,5/21/57,M,M,larry10@adventure-works.com,80000,4,2,Partial College,Professional,1,2,8260 Klamath Woods Pl.,1 (11) 500 555-0178,10/29/07,10+ Miles,United Kingdom,England,GA10,Gateshead
11617,AW00011617,Sean,Brooks,Sean Brooks,4/4/63,S,M,sean8@adventure-works.com,60000,4,0,Graduate Degree,Skilled Manual,0,0,6616 Baird Court,294-555-0111,3/13/06,0-1 Miles,United States,California,91941,Grossmont
18587,AW00018587,Monica,Arun,Monica Arun,8/4/69,S,F,monica7@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,1747 Corte Segundo,943-555-0153,4/19/08,2-5 Miles,United States,Washington,98168,Burien
